sequence,action,kind,source,target,width,height,mean,stddev
77,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/021_2022-12-08-135724_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image__5.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_077-2022-12_image_5-att.jpg,,,,
78,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/022_2022-12-08-135806_Re_Leyton_Employee_Retention_Credit.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_078-2022-12_Re_Leyton_Employee_Retention_Credit_Email.pdf,,,,
79,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/023_2022-12-16-161605_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_079-2022-12_EOY_2022_Email.pdf,,,,
80,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/023_2022-12-16-161605_EOY_2022/Advance payments schedule.xlsx,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_080-2022-12_Advance_payments_schedule-att.xlsx,,,,
81,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/023_2022-12-16-161605_EOY_2022/Bal 121622.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_081-2022-12_Bal_121622-att.pdf,,,,
82,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/023_2022-12-16-161605_EOY_2022/KOVAL DISTILLERY - ERTC Breakdown by Employee by Quarter.xlsx,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_082-2022-12_KOVAL_DISTILLERY_-_ERTC_Breakdown_by_Employee_by_Quarter-att.xlsx,,,,
83,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/023_2022-12-16-161605_EOY_2022/KOVAL DISTILLERY - ERTC Study Report.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_083-2022-12_KOVAL_DISTILLERY_-_ERTC_Study_Report-att.pdf,,,,
84,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/023_2022-12-16-161605_EOY_2022/P&L 121622.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_084-2022-12_P&L_121622-att.pdf,,,,
85,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/024_2022-12-18-051259_Re_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_085-2022-12_Re_EOY_2022_Email.pdf,,,,
86,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/025_2022-12-19-161020_RE_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_086-2022-12_RE_EOY_2022_Email.pdf,,,,
87,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/026_2022-12-19-102903_Re_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_087-2022-12_Re_EOY_2022_Email.pdf,,,,
88,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/027_2022-12-19-172919_RE_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_088-2022-12_RE_EOY_2022_Email.pdf,,,,
89,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/028_2022-12-19-113143_Re_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_089-2022-12_Re_EOY_2022_Email.pdf,,,,
90,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/029_2022-12-19-173321_RE_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_090-2022-12_RE_EOY_2022_Email.pdf,,,,
91,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/030_2022-12-19-113356_Re_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_091-2022-12_Re_EOY_2022_Email.pdf,,,,
92,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/031_2022-12-19-173440_RE_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_092-2022-12_RE_EOY_2022_Email.pdf,,,,
93,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/032_2022-12-19-184702_Re_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_093-2022-12_Re_EOY_2022_Email.pdf,,,,
94,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/033_2022-12-19-175051_RE_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_094-2022-12_RE_EOY_2022_Email.pdf,,,,
95,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/034_2022-12-19-185805_Re_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_095-2022-12_Re_EOY_2022_Email.pdf,,,,
96,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/035_2022-12-19-210541_RE_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_096-2022-12_RE_EOY_2022_Email.pdf,,,,
97,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/036_2022-12-20-124804_Re_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_097-2022-12_Re_EOY_2022_Email.pdf,,,,
98,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/037_2023-01-11-122507_Fwd_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_098-2023-01_Fwd_EOY_2022_Email.pdf,,,,
99,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/037_2023-01-11-122507_Fwd_EOY_2022/Advance payments schedule.xlsx,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_099-2023-01_Advance_payments_schedule-att.xlsx,,,,
100,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/037_2023-01-11-122507_Fwd_EOY_2022/Bal 121622.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_100-2023-01_Bal_121622-att.pdf,,,,
101,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/037_2023-01-11-122507_Fwd_EOY_2022/KOVAL DISTILLERY - ERTC Breakdown by Employee by Quarter.xlsx,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_101-2023-01_KOVAL_DISTILLERY_-_ERTC_Breakdown_by_Employee_by_Quarter-att.xlsx,,,,
102,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/037_2023-01-11-122507_Fwd_EOY_2022/KOVAL DISTILLERY - ERTC Study Report.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_102-2023-01_KOVAL_DISTILLERY_-_ERTC_Study_Report-att.pdf,,,,
103,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/037_2023-01-11-122507_Fwd_EOY_2022/P&L 121622.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_103-2023-01_P&L_121622-att.pdf,,,,
104,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/038_2023-01-17-125429_Fwd_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_104-2023-01_Fwd_EOY_2022_Email.pdf,,,,
105,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/039_2023-01-17-125552_Re_Fwd_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_105-2023-01_Re_Fwd_EOY_2022_Email.pdf,,,,
106,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/040_2023-01-17-185744_RE_Fwd_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_106-2023-01_RE_Fwd_EOY_2022_Email.pdf,,,,
107,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/041_2023-01-17-130606_Re_Fwd_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_107-2023-01_Re_Fwd_EOY_2022_Email.pdf,,,,
108,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/042_2023-01-24-140637_Re_Fwd_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_108-2023-01_Re_Fwd_EOY_2022_Email.pdf,,,,
109,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/043_2023-01-25-135446_RE_Fwd_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_109-2023-01_RE_Fwd_EOY_2022_Email.pdf,,,,
110,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/044_2023-01-25-173951_RE_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_110-2023-01_RE_EOY_2022_Email.pdf,,,,
111,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/045_2023-01-26-081406_Re_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_111-2023-01_Re_EOY_2022_Email.pdf,,,,
112,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/046_2023-01-26-183240_RE_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_112-2023-01_RE_EOY_2022_Email.pdf,,,,
113,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/047_2023-01-26-195256_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_113-2023-01_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction_Email.pdf,,,,
114,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/047_2023-01-26-195256_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_114-2023-01_image-att.png,,,,
115,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/048_2023-01-26-195317_Re_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_115-2023-01_Re_EOY_2022_Email.pdf,,,,
116,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/049_2023-01-27-152918_RE_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_116-2023-01_RE_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction_Email.pdf,,,,
117,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/049_2023-01-27-152918_RE_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image002.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_117-2023-01_image002-att.png,,,,
118,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/049_2023-01-27-152918_RE_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image003.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_118-2023-01_image003-att.png,,,,
119,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/050_2023-01-27-093423_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_119-2023-01_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction_Email.pdf,,,,
120,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/050_2023-01-27-093423_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_120-2023-01_image-att.png,,,,
121,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/050_2023-01-27-093423_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image__00367210.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_121-2023-01_image_00367210-att.png,,,,
122,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/051_2023-01-27-161932_RE_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_122-2023-01_RE_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction_Email.pdf,,,,
123,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/051_2023-01-27-161932_RE_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_123-2023-01_image-att.png,,,,
124,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/051_2023-01-27-161932_RE_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image__00367210.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_124-2023-01_image_00367210-att.png,,,,
125,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/052_2023-02-01-183821_RE_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_125-2023-02_RE_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction_Email.pdf,,,,
126,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/052_2023-02-01-183821_RE_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_126-2023-02_image001-att.png,,,,
127,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/052_2023-02-01-183821_RE_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image002.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_127-2023-02_image002-att.png,,,,
128,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/052_2023-02-01-183821_RE_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image005.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_128-2023-02_image005-att.png,,,,
129,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_031_2023-02-08_Koval_Timeline_Shutdown.docx,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_129-2023-02_Koval_Timeline_Shutdown.docx,,,,
130,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/053_2023-02-08-200152_RE_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_130-2023-02_RE_EOY_2022_Email.pdf,,,,
131,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/054_2023-02-08-140523_Re_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_131-2023-02_Re_EOY_2022_Email.pdf,,,,
132,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/055_2023-02-08-201413_RE_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_132-2023-02_RE_EOY_2022_Email.pdf,,,,
133,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/055_2023-02-08-201413_RE_EOY_2022/image002.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_133-2023-02_image002-att.png,,,,
134,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/055_2023-02-08-201413_RE_EOY_2022/Koval - Timeline Shutdown.docx,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_134-2023-02_Koval_-_Timeline_Shutdown-att.docx,,,,
135,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/056_2023-02-08-201553_RE_EOY_2022.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_135-2023-02_RE_EOY_2022_Email.pdf,,,,
136,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/056_2023-02-08-201553_RE_EOY_2022/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_136-2023-02_image001-att.png,,,,
137,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_019_2023-02-14_Levin_Levy_Invoice_136115_ERC_Review.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_137-2023-02_Levin_Levy_Invoice_136115_ERC_Review.pdf,,,,
138,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/057_2023-03-04-112930_corporate_extensions.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_138-2023-03_corporate_extensions_Email.pdf,,,,
139,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/058_2023-03-06-183936_RE_corporate_extensions.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_139-2023-03_RE_corporate_extensions_Email.pdf,,,,
140,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/059_2023-03-06-125038_Re_corporate_extensions.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_140-2023-03_Re_corporate_extensions_Email.pdf,,,,
141,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/060_2023-03-06-185135_RE_corporate_extensions.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_141-2023-03_RE_corporate_extensions_Email.pdf,,,,
142,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/061_2023-03-06-185441_RE_corporate_extensions.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_142-2023-03_RE_corporate_extensions_Email.pdf,,,,
143,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/062_2023-03-08-141458_Re_corporate_extensions.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_143-2023-03_Re_corporate_extensions_Email.pdf,,,,
144,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/063_2023-03-09-163439_Re_corporate_extensions.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_144-2023-03_Re_corporate_extensions_Email.pdf,,,,
145,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/064_2023-03-09-163544_Re_corporate_extensions.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_145-2023-03_Re_corporate_extensions_Email.pdf,,,,
146,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/065_2023-05-22-144924_Re_Letter.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_146-2023-05_Re_Letter_Email.pdf,,,,
147,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/066_2023-05-22-145205_RE_Letter.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_147-2023-05_RE_Letter_Email.pdf,,,,
148,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/067_2023-05-23-091349_Re_Letter.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_148-2023-05_Re_Letter_Email.pdf,,,,
149,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/068_2023-05-23-141721_RE_Letter.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_149-2023-05_RE_Letter_Email.pdf,,,,
150,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/069_2023-05-23-093021_Re_Letter.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_150-2023-05_Re_Letter_Email.pdf,,,,
151,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/070_2023-08-29-153308_taxes.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_151-2023-08_taxes_Email.pdf,,,,
152,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/071_2023-09-22-152120_Leyton_Koval_Distillery_ERTC_Question.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_152-2023-09_Leyton_Koval_Distillery_ERTC_Question_Email.pdf,,,,
153,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/072_2023-09-22-104355_Fwd_Leyton_Koval_Distillery_ERTC_Question.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_153-2023-09_Fwd_Leyton_Koval_Distillery_ERTC_Question_Email.pdf,,,,
154,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/072_2023-09-22-104355_Fwd_Leyton_Koval_Distillery_ERTC_Question/001-image.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_154-2023-09_image-att.png,,,,
155,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/072_2023-09-22-104355_Fwd_Leyton_Koval_Distillery_ERTC_Question/image.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_155-2023-09_image-att.png,,,,
156,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/073_2023-09-22-154807_RE_Leyton_Koval_Distillery_ERTC_Question.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_156-2023-09_RE_Leyton_Koval_Distillery_ERTC_Question_Email.pdf,,,,
157,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/073_2023-09-22-154807_RE_Leyton_Koval_Distillery_ERTC_Question/image.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_157-2023-09_image-att.png,,,,
158,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/074_2023-09-22-105845_Re_Leyton_Koval_Distillery_ERTC_Question.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_158-2023-09_Re_Leyton_Koval_Distillery_ERTC_Question_Email.pdf,,,,
